country,name,type
Germany,CEWE Stiftung & Co. KGaA,Publishers
Czech Republic,Litmedia a.s. - Literární noviny,Publishers / Other
Slovakia,"LÚČ, vydavateľské družstvo Bratislava",Publishers / Comprehensive Publishing
Ukraine,Книги-ХХІ,Publishers / Comprehensive Publishing
Germany,"chiliverlag, Inh. Franziska Röchter",Publishers
Czech Republic,"MAFRA, a.s. - Lidové noviny",Publishers / Other
Germany,Chipercy Verlag,Publishers
Poland,AWM Jerzy Mostowski Publishing,Publishers / Comprehensive Publishing
Germany,"Chrismon Edition, Das evangelische Magazin",Publishers
Czech Republic,Maďarský institut Praha - Balassiho institut,Publishers / Comprehensive Publishing
United States,Counterpoint & Soft Skull Press,Publishers / Comprehensive Publishing
Czech Republic,Malvern,Publishers / Comprehensive Publishing
Germany,Christoph Bals,Publishers
Czech Republic,mapcards.net,Publishers / Comprehensive Publishing
Belgium,FLEMISH LITERATURE FUND,Publishers
Germany,Deutscher Klassiker Verlag GmbH,Publishers
United Kingdom,S. FISCHER VERLAG GMBH,Publishers
Germany,deutscher lyrik verlag,Publishers
India,FOCUS MEDICA INDIA PVT. LTD.,Publishers
Germany,Deutscher Verlag für Kunstwissenschaft,Publishers
Germany,Deutsches Kabarettarchiv,Publishers
Germany,"Braus Berlin, Edition, GmbH",Publishers
Germany,Brentano-Gesellschaft Frankfurt/M. mbH,Publishers
Germany,Buch- und Luftfahrtantiquariat Margarita Girev,Publishers
Germany,Harenberg Kommunikation Verlags- und Medien GmbH & Co. KG,Publishers
Germany,Buchbinderei Design Carla Schwiegk,Publishers
Germany,BUCHFUNK Verlag Johannes Ackner und David Fischbach GbR,Publishers
Germany,Buchkinder Leipzig e. V.,Publishers
Germany,Buchstuetzen.de Bernhard Siller,Publishers
Germany,BuchVertrieb Blank GmbH,Publishers
United Kingdom,TEXAS BOOKMAN,Publishers / Comprehensive Publishing
Germany,BUCHVOLK-VERLAG GmbH,Publishers
Germany,Buchwerbung der Neun GmbH,Publishers
Russia,TEXT PUBLISHERS LTD,Publishers
Egypt,Ain Company,Publishers
Czech Republic,LEDA spol. s r. o.,Publishers / Comprehensive Publishing
Jordan,AL Ahlia for Publishing and Distribution,Publishers / Comprehensive Publishing
United Kingdom,THE COPYRIGHT LICENSING AGENCY (CLA),Publishers / Comprehensive Publishing
Australia,"FIVE MILE PRESS PTY LTD, THE",Publishers
United Kingdom,FLEDGLING PRESS,Publishers
Kuwait,Academic Publication Council,Publishers / Comprehensive Publishing
Netherlands,DE FONTEIN TIRION,Publishers
Germany,BURGHÜGELVERLAG ein Imprint der PROARCERA Limited Niederlassung Deutschland,Publishers
Syria,Academie Arabe,Publishers / Comprehensive Publishing
Germany,BuschFunk Musikverlag GmbH,Publishers
Ukraine,Києво-Могилянська академія,Publishers / Comprehensive Publishing
Germany,DE GRUYTER,Publishers
Germany,"Bussert & Stadeler, Verlag",Publishers / Comprehensive Publishing
Germany,"Bußler, Ursula",Publishers
Russia,THE BORIS YELTSIN PRESIDENTIAL CENTER - IRC TABLE,Publishers / Comprehensive Publishing
Canada,THE BUKOWSKI AGENCY,Publishers / Comprehensive Publishing
United Kingdom,THE CHOICEMAKER KOREA,Publishers / Comprehensive Publishing
Germany,Christophorus Verlag GmbH & Co. KG,Publishers / Children's Publishing
Germany,Cicero - Ringier Publishing GmbH,Publishers
Germany,"City Comics, Henrik Härtig & Sven Müller GbR",Publishers
Germany,Claudius Verlag,Publishers
Czech Republic,"Mapcentrum, s.r.o.",Publishers / Comprehensive Publishing
Germany,Clemens Scheel Verlag,Publishers
Germany,Cleo Schreibgeräte GmbH,Publishers
Czech Republic,"Marco Polo, s.r.o.",Publishers / Comprehensive Publishing
Slovakia,Marenčin PT,Publishers / Comprehensive Publishing
Germany,co.Tec Gesellschaft für Softwaredistribution mbH,Publishers
Ukraine,Колесо,Publishers / Comprehensive Publishing
Ukraine,Національне газетно-журнальне видавництво,Publishers / Magazine Publishing
Germany,dgvt-Verlag,Publishers
United Kingdom,FOLLY MARLAND,Publishers
Switzerland,"SAC-VERLAG, C/O SCHWEIZER ALPEN-CLUB SAC",Publishers
Germany,"Buchwerkstatt Berlin, Eine Marke der Dr. Johann-Friedrich Huffmann Publikationsberatung",Publishers
Germany,Buddenbrookhaus Lübeck Heinrich-und-Thomas-Mann-Zentrum,Publishers
Germany,BücherFrauen e. V. Women in Publishing,Publishers
United States,Cleis Press,Publishers
Ukraine,Інститут Тутковського,Publishers / Comprehensive Publishing
Germany,"Büttner, Edeltraut",Publishers
Ukraine,Інформація. Поступ. Перспективи.,Publishers / Comprehensive Publishing
Ukraine,ІН ЮРЕ,Publishers / Comprehensive Publishing
Germany,DIE BUNDESREGIERUNG | Presse- und Informationsamt der Bundesregierung |,Publishers
Germany,Bundesverwaltungsamt - Zentralstelle für das Auslandsschulwesen,Publishers
Spain,Combel Editorial,Publishers / Children's Publishing
Germany,Bundeszentrale für gesundheitliche Aufklärung,Publishers
United Kingdom,DATAMATICS - PREMEDIA GLOBAL,Publishers
Germany,Bundeszentrale für politische Bildung,Publishers / Textbook Publishing
Germany,TEXTOVIA – PUBLISHING SOLUTIONS,Publishers
Germany,Burg Giebichenstein Kunsthochschule Halle,Publishers
Ukraine,Кальварія,Publishers / Comprehensive Publishing
Ukraine,Зелений пес,Publishers / Literature Publishing
United States,DAEDALUS BOOKS,Publishers / Comprehensive Publishing
France,e-Toiles éditions,Publishers / Children's Publishing
France,Deuz,Publishers / Children's Publishing
Germany,Bosworth Music GmbH,Publishers
Germany,Botschaft der Republik Indonesien,Publishers
United Kingdom,TANGO BOOKS LTD AND 2 TOTANGO LTD,Publishers
Germany,"Botschaft des Königreiches Saudi-Arabien, Kulturbüro",Publishers
Germany,Botschaft des Staates Israel,Publishers
Germany,Botschaft von Finnland,Publishers
Slovenia,DAJAMA,Publishers
Germany,Botschaft von Island,Publishers
Poland,TARGI W KRAKOWIE SP. Z O.O.,Publishers
Germany,Dieck-Verlag Inh. Klaus Dieck,Publishers
United States,SACRISTY PRESS,Publishers
Germany,"Dietrich, Alfred",Publishers
Italy,FOOD S.R.L.,Publishers
United Kingdom,SAGE PUBLICATIONS LIMITED,Publishers
Germany,Dingsda-Verlag Querfurt,Publishers
Germany,"Dißlin, Annette C.",Publishers
Germany,docupoint GmbH Druckerei + Verlag,Publishers
Germany,Domnick IT-Beratung UG (haftungsbeschränkt),Publishers
Germany,dotbooks GmbH,Publishers
Germany,DPFA-Schulen gemeinnützige GmbH,Publishers
Germany,Botschaft von Liechtenstein,Publishers
United Kingdom,TAYLOR & FRANCIS,Publishers
Germany,br33 Verlag,Publishers
Germany,brand eins Wissen,Publishers
Germany,BRAMANN - Verlag und Beratung,Publishers
United States,"Chipotle Publishing, LLC",Publishers
France,Collectif des métiers de l'édition (CMDE),Publishers / Children's Publishing
France,Chemins de tr@verse,Publishers / Children's Publishing
France,Chandeigne,Publishers / Comprehensive Publishing
Spain,GRUPO EDITOR RCA,Publishers / Comprehensive Publishing
France,Chouette Publishing,Publishers / Comprehensive Publishing
Canada,DALKEY ARCHIVE PRESS,Publishers / Children's Publishing
Ireland,Bartholdi Editions,Publishers
France,DANGERSPOT BOOKS LTD,Publishers / Children's Publishing
United Kingdom,Chronicle Books,Publishers
United States,DARLEY ANDERSON LITERARY AGENCY,Publishers / Comprehensive Publishing
Germany,S. Hirzel Verlag,Publishers / Comprehensive Publishing
Germany,Thienemann Verlag GmbH,Publishers / Comprehensive Publishing
Germany,editions treves,Publishers
Germany,Ullstein Buchverlage GmbH,Publishers / Comprehensive Publishing
Germany,Vandenhoeck & Ruprecht GmbH & Co. KG,Publishers / Comprehensive Publishing
Germany,Julius Beltz Gmbh & Co. KG,Publishers / Children's Publishing
Germany,Verlag Bild und Heimat,Publishers
Germany,Verlag Freies Geistesleben,Publishers / Children's Publishing
Germany,Verlag Freies,Publishers / Textbook Publishing
Germany,Verlag Friedrich Oetinger GmbH,Publishers / Comprehensive Publishing
Germany,dr. ziethen verlag,Publishers
Italy,FRANCO COSIMO PANINI EDITORE S.P.A.,Publishers
Germany,Druckerei WIRmachenDRUCK GmbH,Publishers
Germany,Dreier Press Peter Zaumseil,Publishers
Germany,Dresdner Buchverlag Peggy Salomo,Publishers
Ukraine,Нова книга,Publishers / Comprehensive Publishing
United Kingdom,FURNISS LAWTON,Publishers
Germany,Dresdner Musikfestspiele,Publishers
Germany,HANDWERK UND TECHNIK GmbH,Publishers / Comprehensive Publishing
Germany,Verlag J H W Dietz Nachf GmbH,Publishers
Germany,Verlag Karl Alber,Publishers / Comprehensive Publishing
Germany,Verlag Kleine Schritte,Publishers / Comprehensive Publishing
Germany,Verlag Neuer Weg GmbH,Publishers
Germany,Avus Buch & Medien GmbH,Publishers / Comprehensive Publishing
Germany,Walter Hädecke Verlag,Publishers / Comprehensive Publishing
Japan,同成社（日本）,Publishers / Comprehensive Publishing
Germany,LARS MUELLER PUBLISHERS,Publishers
Slovakia,Vydavateľstvo TOPAS,Publishers / Comprehensive Publishing
Egypt,"Arab Media Center for Research and Information, Publishing and Distribution",Publishers / Comprehensive Publishing
Czech Republic,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",Publishers / Comprehensive Publishing
United States,Eerdmans Books,Publishers / Religious Publishing
Egypt,Arab Nile Group,Publishers / Comprehensive Publishing
Spain,Arte Scritta,Publishers
Czech Republic,Vysoká škola uměleckoprůmyslová v Praze,Publishers / Comprehensive Publishing
"Hong Kong, China",书得起,Publishers
Czech Republic,Vysoké učení technické v Brně - Nakladatelství VUTIUM,Publishers / Comprehensive Publishing
Czech Republic,Zastoupení Valonsko – Brusel,Publishers / Comprehensive Publishing
Latvia,LATVIAN PUBLISHERS ASSOCIATION,Publishers
Saudi Arabia,Alkhoraiji Library,Publishers / Comprehensive Publishing
"Hong Kong, China",Anything & Everything Limited,Publishers
"Hong Kong, China",花千樹出版有限公司,Publishers
Saudi Arabia,All Prints Distributors and Publishers,Publishers / Comprehensive Publishing
Saudi Arabia,Alukah Publishing,Publishers / Comprehensive Publishing
Czech Republic,Knihkupectví Wales,Publishers / Comprehensive Publishing
Czech Republic,wo-men (nakladatel Lukáš Hvozdecký),Publishers / Comprehensive Publishing
Czech Republic,Mgr. Radek Vaníček,Publishers / Textbook Publishing
Czech Republic,"VELbloud, o.s.",Publishers / Comprehensive Publishing
Saudi Arabia,Alwan Al Taif,Publishers / Comprehensive Publishing
Saudi Arabia,Alwan Al Taif Kids Company,Publishers / Children's Publishing
India,Amar Chitra Katha,Publishers / Comprehensive Publishing
Czech Republic,"Verlag Dashöfer, nakladatelství, spol. s r. o.",Publishers / Literature Publishing
Czech Republic,Verzone s.r.o.,Publishers / Comprehensive Publishing
Romania,Vinea,Publishers / Comprehensive Publishing
Romania,Vivaldi,Publishers / Comprehensive Publishing
Jordan,Amnah for Publishing and Distribution,Publishers / Comprehensive Publishing
Jordan,"Amwaj for Printing, Publishing and Distribution",Publishers / Comprehensive Publishing
India,Apple Publishing International Private Limited,Publishers / Comprehensive Publishing
Lebanon,Arab Center for Research and Policy Studies,Publishers / Comprehensive Publishing
Jordan,Arab Community Bookshop for Publishing and Distribution,Publishers / Comprehensive Publishing
Slovakia,Vydavateľstvo Matice slovenskej,Publishers / Comprehensive Publishing
Lebanon,Arab Diffusion Company,Publishers / Literature Publishing
Lebanon,Arab Encyclopedia House and London Education,Publishers / Comprehensive Publishing
France,LANGUEDOC-ROUSSILLON LIVRE ET LECTURE,Publishers
Slovakia,Vydavateľstvo RAK,Publishers / Literature Publishing
Egypt,Arab Group for Publishing,Publishers / Comprehensive Publishing
Slovakia,Vydavateľstvo SSS / Vydavateľstvo Spolku slovenských,Publishers / Comprehensive Publishing
United Kingdom,"""I AM GREAT"" GROWTH STORIES OF CHILDREN",Publishers / Children's Publishing
Saudi Arabia,Arab Gulf Education LLC,Publishers / Comprehensive Publishing
Slovakia,"Vydavateľstvo TATRAN, s.r.o.",Publishers / Comprehensive Publishing
Germany,Handels-Dienstleistungen Ha.Se GmbH,Publishers
Germany,"Hammerschmidt, Inge",Publishers
Germany,Handelsblatt Fachmedien GmbH,Publishers
Germany,Harenberg Kommunikation Verlags- und Medien GmbH & Co. KG,Publishers
United Kingdom,KOROS PRESS LIMITED,Publishers
Poland,POLISH-COURSES.COM,Publishers / Comprehensive Publishing
Germany,KUNTH VERLAG GMBH,Publishers
Germany,"Hauck Grafik Art, Bernd & Norma C. Hauck",Publishers
Germany,HCM Kinzel GmbH |,Publishers
Germany,"Hebelhaus Hausen, Hebelstiftung Hausen im Wiesental",Publishers
Germany,"Heindl, Hannes",Publishers
Germany,Helling GmbH,Publishers
Germany,"Henle, G., Verlag",Publishers
Germany,Hentrich & Hentrich Verlag Berlin,Publishers
Germany,Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft,Publishers
Spain,Iberoamericana Editorial Vervuert,Publishers
Germany,Coppenrath Verlag,Publishers / Children's Publishing
Germany,Zabert Sandmann GmbH,Publishers
Greece,Ekdoseis I Sideris,Publishers
Germany,HERGO CREATION GmbH,Publishers
Germany,Hessischer Rundfunk (HR),Publishers
Egypt,Alfa for Publishing and Art Production,Publishers / Comprehensive Publishing
Czech Republic,Žaket – kartografické vydavatelství a tiskárna,Publishers / Reference Books Publishing
"Hong Kong, China",Breakthrough Ltd - Breakthrough Publishers,Publishers / Comprehensive Publishing
Japan,"クレヨンハウス(Crayonhouse Co., Ltd.)",Publishers / Children's Publishing
Japan,Creators Factory,Publishers / Children's Publishing
Germany,JUNG UND JUNG,Publishers
United Kingdom,KAPLAN INTERNATIONAL ENGLISH,Publishers
United Kingdom,RYLAND PETERS & SMALL / CICO BOOKS,Publishers
United Kingdom,QUARTO PUBLISHING PLC,Publishers / Comprehensive Publishing
United Kingdom,QUERCUS PUBLISHING,Publishers
United States,NATIONAL BOOK NETWORK,Publishers
United States,NATIONAL GEOGRAPHIC MAPS,Publishers
United Kingdom,NATURAL HISTORY MUSEUM,Publishers
United Kingdom,NIELSEN BOOK SERVICES LIMITED,Publishers
Lebanon,"Alam Al Kotob for Printing, Publishing and Distribution",Publishers / Religious Publishing
Czech Republic,Palmknihy s.r.o.,Publishers / Comprehensive Publishing
Egypt,Alam Alkotob,Publishers / Comprehensive Publishing
Turkey,NESİL,Publishers
United States,"NEW HARBINGER PUBLICATIONS, INC",Publishers
United Kingdom,NEW WORLD LIBRARY,Publishers / Children's Publishing
Spain,"SÍLEX EDICIONES, S.L.",Publishers
Czech Republic,Nakladatelství Brána a.s.,Publishers / Comprehensive Publishing
Czech Republic,Nakladatelství Fraus s.r.o.,Publishers / Textbook Publishing
Czech Republic,Nakladatelství Josef Vybíral,Publishers / Comprehensive Publishing
United States,NEW WORLD LIBRARY - SHARING COMPANY,Publishers
Czech Republic,Západočeská Univerzita v Plzni,Publishers / Textbook Publishing
United Kingdom,PROJECTPUBLISH LTD,Publishers
Czech Republic,Země světa,Publishers / Comprehensive Publishing
Czech Republic,"ZONER Software, a.s. vydavatelství Zoner Press",Publishers
Czech Republic,Nakladatelství XYZ - Albatros Media a.s.,Publishers / Comprehensive Publishing
Egypt,American University in Cairo Press,Publishers
United Arab Emirates,Saudi Aramco World,Publishers
Spain,VASO ROTO,Publishers
Spain,Ediciones 29,Publishers
India,Alka Publications/ Alka Book Centre,Publishers / Comprehensive Publishing
Romania,Paralela 45,Publishers / Comprehensive Publishing
Czech Republic,Paulínky s.r.o.,Publishers / Comprehensive Publishing
Czech Republic,Pavel Mervart,Publishers / Comprehensive Publishing
Slovakia,"PERFEKT, a.s.",Publishers / Comprehensive Publishing
Saudi Arabia,Al Irshad Publishing House,Publishers / Comprehensive Publishing
Saudi Arabia,Al Jaded Al Nafi3 Foundation for Publishing and Distribution,Publishers / Religious Publishing
United Kingdom,NORSTEDTS AGENCY,Publishers
Saudi Arabia,Al Kamel Verlag,Publishers / Literature Publishing
Ireland,NOVA LANGUAGE SOLUTIONS,Publishers
Saudi Arabia,Al Khamri Commercial Enterprises,Publishers / Comprehensive Publishing
India,NOVA PUBLICATIONS & PRINTERS PVT.LTD,Publishers
Saudi Arabia,Al khatib for Marketing and Production,Publishers / Comprehensive Publishing
Saudi Arabia,Al Kifah Publishing House,Publishers / Comprehensive Publishing
Saudi Arabia,Al Maaref Forum,Publishers / Comprehensive Publishing
Saudi Arabia,Al Maaref International Company,Publishers / Children's Publishing
Saudi Arabia,Al Maaref United Bookshop,Publishers / Comprehensive Publishing
Saudi Arabia,Al Maarif Bookshop for Publishing and Distribution,Publishers / Religious Publishing
Saudi Arabia,AL Maiman Publishers and Distributors,Publishers / Comprehensive Publishing
United States,PERSEUS DISTRIBUTION,Publishers / Comprehensive Publishing
Germany,PETER DELIUS VERLAG GMBH & CO KG,Publishers
Czech Republic,Pistorius & Olšanská,Publishers / Literature Publishing
United States,PETER LAMPACK AGENCY INC,Publishers
United Kingdom,PFD (PETERS FRASER & DUNLOP),Publishers
United Kingdom,KEO PUBLISHING LIMITED,Publishers
Germany,KLETT GROUP,Publishers
Saudi Arabia,Al Majarh for Publishing and Distribution Company,Publishers / Children's Publishing
Saudi Arabia,Al Maktab Al Islami for Printing and Publishing,Publishers / Comprehensive Publishing
Saudi Arabia,Al Maktaba Al Assrya for Printing and Publishing and Distributing,Publishers / Comprehensive Publishing
United States,ONTOTEXT,Publishers
Germany,H.E.K.Creativ Verlag,Publishers
United Kingdom,OSHO INTERNATIONAL,Publishers
United Kingdom,OSPREY GROUP,Publishers
Spain,Traficantes de Sueños,Publishers
Czech Republic,Národní informační a poradenské středisko pro kulturu - NIPOS,Publishers / Comprehensive Publishing
Czech Republic,NAVA,Publishers / Comprehensive Publishing
